date,isbn,retailer,title,price,url
260605,9781401232078,Cheap Graphic Novels,BATMAN THE BLACK MIRROR TP,11.89,https://cheapgraphicnovels.com/batman-the-black-mirror-tp
260605,9781401232597,Cheap Graphic Novels,BATMAN THE LONG HALLOWEEN TP,17.99,https://cheapgraphicnovels.com/batman-the-long-halloween-tp
260605,9781401232740,Cheap Graphic Novels,BATMAN A DEATH IN THE FAMILY TP,14.99,https://cheapgraphicnovels.com/batman-a-death-in-the-family-tp
260605,9781401232993,Cheap Graphic Novels,,,
260605,9781401233792,Cheap Graphic Novels,BATMAN KNIGHTFALL VOL 01 TP NEW ED,17.99,https://cheapgraphicnovels.com/batman-knightfall-vol-01-tp-new-ed
260605,9781401233846,Cheap Graphic Novels,CATWOMAN (2002) VOL 01 TRAIL OF THE CATWOMAN TP,17.99,https://cheapgraphicnovels.com/catwoman-2002-vol-01-trail-of-the-catwoman-tp
260605,9781401235420,Cheap Graphic Novels,BATMAN (2011) VOL 01 THE COURT OF OWLS TP,11.89,https://cheapgraphicnovels.com/batman-2011-vol-01-the-court-of-owls-tp
260605,9781401238025,Cheap Graphic Novels,HELLBLAZER (1988) VOL 05 DANGEROUS HABITS TP,11.99,https://cheapgraphicnovels.com/hellblazer-1988-vol-05-dangerous-habits-tp
260605,9781401238964,Cheap Graphic Novels,WATCHMEN DELUXE EDITION HC,23.99,https://cheapgraphicnovels.com/watchmen-deluxe-edition-hc
260605,9781401240455,Cheap Graphic Novels,PREACHER DELUXE EDITION BOOK 01 TP,12.99,https://cheapgraphicnovels.com/preacher-deluxe-edition-book-01-tp
260605,9781401244019,Cheap Graphic Novels,BATMAN DARK VICTORY TP,14.99,https://cheapgraphicnovels.com/batman-dark-victory-tp
260605,9781401244163,Cheap Graphic Novels,LEGION OF SUPER-HEROES GREAT DARKNESS SAGA TP,14.99,https://cheapgraphicnovels.com/legion-of-super-heroes-great-darkness-saga-tp
260605,9781401245252,Cheap Graphic Novels,,,
260605,9781401248888,Cheap Graphic Novels,,,
